Bat species,Bat family,Continent,Country,Reference,Link,,,,,,,,,,,,,,,,,,,,,
Hypsugo alaschanicus,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653,https://doi.org/10.1111/tbed.13653,,,,,,,,,,,,,,,,,,,,,
Myotis bombinus,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653,https://doi.org/10.1111/tbed.13653,,,,,,,,,,,,,,,,,,,,,
Myotis macrodactylus,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653,https://doi.org/10.1111/tbed.13653,,,,,,,,,,,,,,,,,,,,,
Myotis petax,Vespertilionidae,Asia,South Korea,Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653,https://doi.org/10.1111/tbed.13653,,,,,,,,,,,,,,,,,,,,,
Ia io,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18,http://doi.org/10.1128/JVI.00116-18,,,,,,,,,,,,,,,,,,,,,
Pipistrellus abramus,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18,http://doi.org/10.1128/JVI.00116-18,,,,,,,,,,,,,,,,,,,,,
Pipistrellus minus,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18,http://doi.org/10.1128/JVI.00116-18,,,,,,,,,,,,,,,,,,,,,
Pipistrellus pipistrellus,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18,http://doi.org/10.1128/JVI.00116-18,,,,,,,,,,,,,,,,,,,,,
Tylonycteris pachypus,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18,http://doi.org/10.1128/JVI.00116-18,,,,,,,,,,,,,,,,,,,,,
Vespertilio superans,Vespertilionidae,Asia,China,Luo 2018 J Virol http://doi.org/10.1128/JVI.00116-18,http://doi.org/10.1128/JVI.00116-18,,,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Pteropodidae,Asia,China,Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2,https://doi.org/10.1007/s12250-018-0017-2,,,,,,,,,,,,,,,,,,,,,
Rousettus leschenaultii,Pteropodidae,Asia,China,Luo 2018 Virologica Sinica https://doi.org/10.1007/s12250-018-0017-2,https://doi.org/10.1007/s12250-018-0017-2,,,,,,,,,,,,,,,,,,,,,
Hipposideros cf. ruber,Hipposideridae,Africa,Gabon,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172,https://dx.doi.org/10.1371%2Fjournal.pone.0100172,,,,,,,,,,,,,,,,,,,,,
Micropteropus pusillus,Pteropodidae,Africa,Central African Republic,Maganga 2014 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0100172,https://dx.doi.org/10.1371%2Fjournal.pone.0100172,,,,,,,,,,,,,,,,,,,,,
Hipposideros cf. ruber,Hipposideridae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1,https://doi.org/10.1038/s41598-020-64159-1,,,,,,,,,,,,,,,,,,,,,
Hipposideros gigas,Hipposideridae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1,https://doi.org/10.1038/s41598-020-64159-1,,,,,,,,,,,,,,,,,,,,,
Miniopterus inflatus,Miniopteridae,Africa,Gabon,Maganga 2020 Scientific Reports https://doi.org/10.1038/s41598-020-64159-1,https://doi.org/10.1038/s41598-020-64159-1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus clivosus,Rhinolophidae,Africa,Rwanda,Markotter 2019 TMID https://doi.org/10.3390/tropicalmed4030099,https://doi.org/10.3390/tropicalmed4030099,,,,,,,,,,,,,,,,,,,,,
Taphozous perforatus,Emballonuridae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172,https://dx.doi.org/10.3201%2Feid1911.131172,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172,https://dx.doi.org/10.3201%2Feid1911.131172,,,,,,,,,,,,,,,,,,,,,
Rhinopoma hardwickii,Rhinopomatidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172,https://dx.doi.org/10.3201%2Feid1911.131172,,,,,,,,,,,,,,,,,,,,,
Pipistrellus kuhlii,Vespertilionidae,Asia,Saudi Arabia,Memish 2013 EID https://dx.doi.org/10.3201%2Feid1911.131172,https://dx.doi.org/10.3201%2Feid1911.131172,,,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Pteropodidae,Asia,Singapore,Mendenhall 2016 TED https://doi.org/10.1111/tbed.12568,https://doi.org/10.1111/tbed.12568,,,,,,,,,,,,,,,,,,,,,
Taphozous perforatus,Emballonuridae,Asia,Saudi Arabia,Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227,https://dx.doi.org/10.1371%2Fjournal.pone.0214227,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Asia,Saudi Arabia,Mishra 2019 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0214227,https://dx.doi.org/10.1371%2Fjournal.pone.0214227,,,,,,,,,,,,,,,,,,,,,
Myotis lucifugus,Vespertilionidae,America,Canada,Misra 2009 J Gen Virol https://doi.org/10.1099/vir.0.010694-0,https://doi.org/10.1099/vir.0.010694-0,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364,https://doi.org/10.3390/v9120364,,,,,,,,,,,,,,,,,,,,,
Myotis emarginatus,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364,https://doi.org/10.3390/v9120364,,,,,,,,,,,,,,,,,,,,,
Myotis nattereri,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364,https://doi.org/10.3390/v9120364,,,,,,,,,,,,,,,,,,,,,
Pipistrellus pipistrellus,Vespertilionidae,Europe,France,Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364,https://doi.org/10.3390/v9120364,,,,,,,,,,,,,,,,,,,,,
Chaerephon pumilus,Molossidae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Mops condylurus,Molossidae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Lissonycteris angolensis,Pteropodidae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Rousettus aegyptiacus,Pteropodidae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Rhinolophus cf. clivosus,Rhinolophidae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Triaenops persicus,Rhinonycteridae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Pipistrellus cf. hesperidus,Vespertilionidae,Africa,"Rwanda, Tanzania, Uganda",Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8,https://doi.org/10.1186/s42522-019-0008-8,,,,,,,,,,,,,,,,,,,,,
Artibeus jamaicensis,Phyllostomidae,America,Costa Rica,Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181,https://doi.org/10.1111/zph.12181,,,,,,,,,,,,,,,,,,,,,
Carollia castanea,Phyllostomidae,America,Costa Rica,Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181,https://doi.org/10.1111/zph.12181,,,,,,,,,,,,,,,,,,,,,
Carollia perspicillata,Phyllostomidae,America,Costa Rica,Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181,https://doi.org/10.1111/zph.12181,,,,,,,,,,,,,,,,,,,,,
Glossophaga soricina,Phyllostomidae,America,Costa Rica,Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181,https://doi.org/10.1111/zph.12181,,,,,,,,,,,,,,,,,,,,,
Hypsugo savii,Vespertilionidae,Europe,Italy,Moreno 2017 Virology J https://doi.org/10.1186/s12985-017-0907-1,https://doi.org/10.1186/s12985-017-0907-1,,,,,,,,,,,,,,,,,,,,,
Pipistrellus kuhlii,Vespertilionidae,Europe,Italy,Moreno 2017 Virology J https://doi.org/10.1186/s12985-017-0907-1,https://doi.org/10.1186/s12985-017-0907-1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus cornutus,Rhinolophidae,Asia,China,Murakami 2020 Emerging Infectious Diseases https://doi.org/10.3201/eid2612.203386,https://doi.org/10.3201/eid2612.203386,,,,,,,,,,,,,,,,,,,,,
Miniopterus fuliginosus,Miniopteridae,Asia,Sri Lanka,Muzeniek 2021 Vaccines https://doi.org/10.3390/vaccines9060650,https://doi.org/10.3390/vaccines9060650,,,,,,,,,,,,,,,,,,,,,
Rousettus leschenaultii,Pteropodidae,Asia,Sri Lanka,Muzeniek 2021 Vaccines https://doi.org/10.3390/vaccines9060650,https://doi.org/10.3390/vaccines9060650,,,,,,,,,,,,,,,,,,,,,
Hipposideros caffer,Hipposideridae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Hipposideros curtus,Hipposideridae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Hipposideros fuliginosus,Hipposideridae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Hipposideros ruber,Hipposideridae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Macronycteris gigas,Hipposideridae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Mops condylurus,Molossidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Epomophorus gambianus,Pteropodidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Epomops franqueti,Pteropodidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Megaloglossus woermanni,Pteropodidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Micropteropus pusillus,Pteropodidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Myonycteris torquata,Pteropodidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Rousettus aegyptiacus,Pteropodidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Rhinolophus cf. alcyone,Rhinolophidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Pipistrellus inexspectatus,Vespertilionidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Scotophilus dinganii,Vespertilionidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Scotophilus leucogaster,Vespertilionidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Scotophilus nux,Vespertilionidae,Africa,Cameroon,Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874,https://doi.org/10.1101/2021.09.03.458874,,,,,,,,,,,,,,,,,,,,,
Hipposideros caffer,Hipposideridae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Hipposideros ruber,Hipposideridae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Chaerephon pumilus,Molossidae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Epomophorus labiatus,Pteropodidae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Myonycteris angolensis,Pteropodidae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Rousettus aegyptiacus,Pteropodidae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Rhinolophus clivosus,Rhinolophidae,Africa,Rwanda,Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8,https://doi.org/10.1007/s10393-019-01458-8,,,,,,,,,,,,,,,,,,,,,
Rousettus leschenaultii,Pteropodidae,Asia,China,Obameso 2017 Sci China Life Sci https://doi.org/10.1007/s11427-017-9263-6,https://doi.org/10.1007/s11427-017-9263-6,,,,,,,,,,,,,,,,,,,,,
Eptesicus fuscus,Vespertilionidae,America,USA,Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156,https://doi.org/10.1371/journal.pone.0019156,,,,,,,,,,,,,,,,,,,,,
Myotis evotis,Vespertilionidae,America,USA,Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156,https://doi.org/10.1371/journal.pone.0019156,,,,,,,,,,,,,,,,,,,,,
Myotis lucifugus,Vespertilionidae,America,USA,Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156,https://doi.org/10.1371/journal.pone.0019156,,,,,,,,,,,,,,,,,,,,,
Myotis volans,Vespertilionidae,America,USA,Osborne 2011 PLoS ONE https://doi.org/10.1371/journal.pone.0019156,https://doi.org/10.1371/journal.pone.0019156,,,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Pteropodidae,Asia,Singapore,Paskey 2020 Virus Evolution https://doi.org/10.1093/ve/veaa017,https://doi.org/10.1093/ve/veaa017,,,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Pteropodidae,Asia,Singapore,Paskey 2020 Viruses http://dx.doi.org/10.3390/v12050539,http://dx.doi.org/10.3390/v12050539,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Europe,Luxembourg,Pauly 2017 AEM http://doi.org/10.1128/AEM.01326-17,http://doi.org/10.1128/AEM.01326-17,,,,,,,,,,,,,,,,,,,,,
Myotis emarginatus,Vespertilionidae,Europe,Luxembourg,Pauly 2017 AEM http://doi.org/10.1128/AEM.01326-17,http://doi.org/10.1128/AEM.01326-17,,,,,,,,,,,,,,,,,,,,,
Hipposideros cf. ruber,Hipposideridae,Africa,Ghana,Pfefferle 2009 EID https://dx.doi.org/10.3201%2Feid1509.090224,https://dx.doi.org/10.3201%2Feid1509.090224,,,,,,,,,,,,,,,,,,,,,
Miniopterus magnater,Miniopteridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005,https://doi.org/10.1128/JVI.79.4.2001-2009.2005,,,,,,,,,,,,,,,,,,,,,
Miniopterus pusillus,Miniopteridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005,https://doi.org/10.1128/JVI.79.4.2001-2009.2005,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Asia,China,Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005,https://doi.org/10.1128/JVI.79.4.2001-2009.2005,,,,,,,,,,,,,,,,,,,,,
Chalinolobus gouldii,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157,https://doi.org/10.3390/v11121157,,,,,,,,,,,,,,,,,,,,,
Chalinolobus morio,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157,https://doi.org/10.3390/v11121157,,,,,,,,,,,,,,,,,,,,,
Falsistrellus mackenziei,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157,https://doi.org/10.3390/v11121157,,,,,,,,,,,,,,,,,,,,,
Nyctophilus geoffroyi,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157,https://doi.org/10.3390/v11121157,,,,,,,,,,,,,,,,,,,,,
Nyctophilus gouldi,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157,https://doi.org/10.3390/v11121157,,,,,,,,,,,,,,,,,,,,,
Vespadelus baverstocki,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157,https://doi.org/10.3390/v11121157,,,,,,,,,,,,,,,,,,,,,
Vespadelus regulus,Vespertilionidae,Oceania,Australia,Prada 2019 Viruses https://doi.org/10.3390/v11121157,https://doi.org/10.3390/v11121157,,,,,,,,,,,,,,,,,,,,,
Aselliscus stoliczkanus,Hipposideridae,Asia,"China, Laos",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Hipposideros cervinus,Hipposideridae,Asia,Malaysia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Hipposideros curtus,Hipposideridae,Africa,Cameroon,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Hipposideros fuliginosus,Hipposideridae,Africa,"Cameroon, Liberia",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Hipposideros pomona,Hipposideridae,Asia,"Cambodia, China, Malaysia",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Miniopterus pusillus,Miniopteridae,Asia,"China, Thailand",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Asia,"Cameroon, China, Jordan, Liberia, Malaysia, Thailand",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Mops midas,Molossidae,Africa,Ethiopia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Otomops martiensseni,Molossidae,Africa,Rwanda,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Nycteris tragata,Nycteridae,Asia,Malaysia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Lichonycteris obscura,Phyllostomidae,America,Brazil,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Acerodon celebensis,Pteropodidae,Asia,Indonesia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Epomops buettikoferi,Pteropodidae,Africa,"Ghana, Guinea, Ivory Coast, Sierra Leone",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Megaerops ecaudatus,Pteropodidae,Asia,Malaysia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Myonycteris torquata,Pteropodidae,Africa,"Cameroon, DR Congo, Gabon, Republic of Congo",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Pteropus conspicillatus,Pteropodidae,Asia,Indonesia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Pteropus lylei,Pteropodidae,Asia,"Cambodia, Thailand, Vietnam",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus acuminatus,Rhinolophidae,Asia,Malaysia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus affinis,Rhinolophidae,Asia,"Cambodia, China, Laos, Malaysia",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus blasii,Rhinolophidae,"Africa, Asia","Liberia, Jordan",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus euryale,Rhinolophidae,Asia,Jordan,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus lepidus,Rhinolophidae,Asia,"Bangladesh, China",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus mehelyi,Rhinolophidae,Asia,Jordan,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,"Cambodia, China, Malaysia",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus thomasi,Rhinolophidae,Asia,China,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinolophus trifoliatus,Rhinolophidae,Asia,Malaysia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Rhinopoma hardwickii,Rhinopomatidae,"Africa, Asia","Jordan, Ethiopia",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Glauconycteris poensis,Vespertilionidae,Africa,"Cameroon, Guinea, Ivory Coast, Sierra Leone",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Glauconycteris variegata,Vespertilionidae,Africa,"DR Congo, Guinea, South Sudan",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Kerivoula hardwickii,Vespertilionidae,Asia,Malaysia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Kerivoula pellucida,Vespertilionidae,Asia,Malaysia,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Myotis fimbriatus,Vespertilionidae,Asia,China,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Myotis laniger,Vespertilionidae,Asia,China,PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Myotis pilosus,Vespertilionidae,Asia,"China, Lao PDR",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Myotis siligorensis,Vespertilionidae,Asia,"China, Laos",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Myotis welwitschii,Vespertilionidae,Africa,"Rwanda, Uganda",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Neoromicia somalica,Vespertilionidae,Africa,"Guinea, Ivory Coast, Sierra Leone",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Scotophilus heathii,Vespertilionidae,Asia,"Bangladesh, China, Myanmar",PREDICT database http://data.predict.global/,http://data.predict.global/,,,,,,,,,,,,,,,,,,,,,
Hipposideros commersoni,Hipposideridae,Africa,Nigeria,Quan 2010 mBio https://doi.org/10.1128/mBio.00208-10,https://doi.org/10.1128/mBio.00208-10,,,,,,,,,,,,,,,,,,,,,
Eidolon dupreanum,Pteropodidae,Africa,Madagascar,Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y,https://doi.org/10.1186/s12985-015-0271-y,,,,,,,,,,,,,,,,,,,,,
Pteropus rufus,Pteropodidae,Africa,Madagascar,Razanajatovo 2015 Virology J https://doi.org/10.1186/s12985-015-0271-y,https://doi.org/10.1186/s12985-015-0271-y,,,,,,,,,,,,,,,,,,,,,
Myotis dasycneme,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173,https://doi.org/10.1089/vbz.2009.0173,,,,,,,,,,,,,,,,,,,,,
Myotis daubentonii,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173,https://doi.org/10.1089/vbz.2009.0173,,,,,,,,,,,,,,,,,,,,,
Nyctalus noctula,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173,https://doi.org/10.1089/vbz.2009.0173,,,,,,,,,,,,,,,,,,,,,
