Bat species,Number of samples,Bat family,Continent,Country,Reference
Carollia castanea,32,Phyllostomidae,America,"Bolivia, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Carollia manu,20,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Carollia perspicillata,527,Phyllostomidae,America,"Bolivia, Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Carollia sowelli,204,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Carollia subrufa,5,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Centurio senex,17,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Chiroderma trinitatum,3,Phyllostomidae,America,Peru,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Chiroderma villosum,3,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Choeroniscus godmani,14,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Choeroniscus minor,4,Phyllostomidae,America,"Bolivia, Brazil","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Choeronycteris mexicana,2,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Chrotopterus auritus,8,Phyllostomidae,America,"Brazil, Mexico","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dermanura anderseni,15,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dermanura cinerea,3,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dermanura glauca,1,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dermanura gnoma,7,Phyllostomidae,America,"Brazil, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dermanura phaeotis,106,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dermanura watsoni,43,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Desmodus rotundus,31,Phyllostomidae,America,"Bolivia, Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Diphylla ecaudata,5,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Enchisthenes hartii,2,Phyllostomidae,America,Peru,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Gardnerycteris crenulatum,69,Phyllostomidae,America,"Brazil, Mexico","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Glossophaga commissarisi,15,Phyllostomidae,America,"Brazil, Mexico","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Glossophaga morenoi,4,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Glossophaga soricina,250,Phyllostomidae,America,"Bolivia, Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Hylonycteris underwoodi,10,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lampronycteris brachyotis,1,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Leptonycteris nivalis,6,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Leptonycteris yerbabuenae,10,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lichonycteris obscura,4,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lionycteris spurrelli,1,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lonchophylla thomasi,13,Phyllostomidae,America,"Bolivia, Brazil","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lonchorhina aurita,1,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lophostoma brasiliense,2,Phyllostomidae,America,"Bolivia, Brazil","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lophostoma silvicolum,8,Phyllostomidae,America,"Bolivia, Brazil","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Mesophylla macconnelli,15,Phyllostomidae,America,"Bolivia, Brazil, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Micronycteris hirsuta,4,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Micronycteris megalotis,1,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Micronycteris microtis,3,Phyllostomidae,America,"Brazil, Mexico","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Micronycteris minuta,1,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Micronycteris schmidtorum,14,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Mimon cozumelae,1,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Phylloderma stenops,6,Phyllostomidae,America,"Bolivia, Brazil, Mexico","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Phyllostomus discolor,123,Phyllostomidae,America,"Brazil, Mexico","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Phyllostomus elongatus,22,Phyllostomidae,America,"Bolivia, Brazil, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Phyllostomus hastatus,71,Phyllostomidae,America,"Bolivia, Brazil, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Platyrrhinus brachycephalus,5,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Platyrrhinus dorsalis,1,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Platyrrhinus fusciventris,8,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Platyrrhinus helleri,46,Phyllostomidae,America,"Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Platyrrhinus lineatus,6,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Pygoderma bilabiatum,1,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Rhinophylla fischerae,8,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Rhinophylla pumilio,48,Phyllostomidae,America,"Brazil, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Sturnira erythromos,20,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Sturnira lilium,255,Phyllostomidae,America,"Bolivia, Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Sturnira ludovici,70,Phyllostomidae,America,Mexico,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Sturnira magna,5,Phyllostomidae,America,Peru,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Sturnira oporaphilum,17,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Sturnira tildae,12,Phyllostomidae,America,"Bolivia, Brazil","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Tonatia bidens,2,Phyllostomidae,America,"Brazil, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Tonatia saurophila,11,Phyllostomidae,America,"Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Trachops cirrhosus,13,Phyllostomidae,America,"Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Trinycteris nicefori,1,Phyllostomidae,America,Peru,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Trinycteris nicefori,4,Phyllostomidae,America,"Bolivia, Brazil","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Uroderma bilobatum,31,Phyllostomidae,America,"Bolivia, Brazil, Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Uroderma magnirostrum,1,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Vampyressa pusilla,1,Phyllostomidae,America,Brazil,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Vampyressa thyone,1,Phyllostomidae,America,Bolivia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Vampyriscus bidens,5,Phyllostomidae,America,"Bolivia, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Vampyrodes caraccioli,2,Phyllostomidae,America,"Mexico, Peru","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Vampyrum spectrum,3,Phyllostomidae,America,"Brazil, Mexico","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Acerodon celebensis,357,Pteropodidae,Asia,Indonesia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Balionycteris maculata,36,Pteropodidae,Asia,Malaysia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Casinycteris argynnis,7,Pteropodidae,Africa,"Cameroon, Republic of Congo","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Chironax melanocephalus,10,Pteropodidae,Asia,Malaysia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Cynopterus brachyotis,273,Pteropodidae,Asia,"Bangladesh, Cambodia, Indonesia, Lao PDR, Malaysia","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Cynopterus horsfieldii,66,Pteropodidae,Asia,"Lao PDR, Malaysia, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Cynopterus minutus,10,Pteropodidae,Asia,Indonesia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Cynopterus sphinx,1247,Pteropodidae,Asia,"Bangladesh, Cambodia, China, Lao PDR, Malaysia, Myanmar, Nepal, Thailand","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dobsonia exoleta,19,Pteropodidae,Asia,Indonesia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Dyacopterus spadiceus,5,Pteropodidae,Asia,Malaysia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Eidolon helvum,5626,Pteropodidae,Africa,"Cameroon, DR Congo, Ghana, Guinea, Liberia, Republic of Congo, Rwanda, Senegal, Sierra Leone, Tanzania, Uganda","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Eonycteris spelaea,724,Pteropodidae,Asia,"China, Lao PDR, Malaysia, Myanmar, Nepal, Thailand","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Epomophorus gambianus,1201,Pteropodidae,Africa,"Cameroon, DR Congo, Ghana, Guinea, Ivory Coast, Sierra Leone, South Sudan","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Epomophorus labiatus,210,Pteropodidae,Africa,"Kenya, Rwanda, South Sudan","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Epomophorus wahlbergi,15,Pteropodidae,Africa,"Liberia, Tanzania","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Epomops buettikoferi,59,Pteropodidae,Africa,"Ghana, Guinea, Ivory Coast, Sierra Leone","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Epomops franqueti,597,Pteropodidae,Africa,"Cameroon, DR Congo, Gabon, Ghana, Ivory Coast, Republic of Congo, South Sudan","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Hypsignathus monstrosus,175,Pteropodidae,Africa,"Cameroon, DR Congo, Gabon, Ghana, Guinea, Ivory Coast, Republic of Congo, South Sudan","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Lissonycteris angolensis,746,Pteropodidae,Africa,"Cameroon, Ghana, Guinea, Ivory Coast, Liberia, Republic of Congo, Rwanda, Sierra Leone, Uganda","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Macroglossus minimus,103,Pteropodidae,Asia,"Cambodia, Indonesia, Malaysia","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Macroglossus sobrinus,143,Pteropodidae,Asia,"Bangladesh, Cambodia, Lao PDR, Malaysia, Thailand","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Megaerops ecaudatus,6,Pteropodidae,Asia,Malaysia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Megaerops niphanae,132,Pteropodidae,Asia,"Cambodia, Lao PDR","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Megaloglossus azagnyi,1,Pteropodidae,Africa,Guinea,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Megaloglossus woermanni,344,Pteropodidae,Africa,"Cameroon, DR Congo, Ivory Coast, Liberia, Republic of Congo","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Micropteropus pusillus,870,Pteropodidae,Africa,"Cameroon, DR Congo, Gabon, Ghana, Guinea, Ivory Coast, Liberia, Republic of Congo, Sierra Leone, South Sudan","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Myonycteris leptodon,53,Pteropodidae,Africa,"Guinea, Ivory Coast","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Myonycteris torquata,96,Pteropodidae,Africa,"Cameroon, DR Congo, Gabon, Republic of Congo","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Nanonycteris veldkampii,37,Pteropodidae,Africa,"Cameroon, Ivory Coast, Ghana, Guinea, Ivory Coast, Sierra Leone","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Neopteryx frosti,1,Pteropodidae,Asia,Indonesia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Nyctimene cephalotes,18,Pteropodidae,Asia,Indonesia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Penthetor lucasi,45,Pteropodidae,Asia,Malaysia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Plerotes anchietae,4,Pteropodidae,Africa,Uganda,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Pteropus alecto,1092,Pteropodidae,Asia,Indonesia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
Pteropus conspicillatus,3,Pteropodidae,Asia,Indonesia,"Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
